Штрихкод;Номенклатура;;Габарит;Ед изм;Склад;Документ поступления;Номер;Дата;Количество;Стоимость;Поставщик
2000000014081;00480217450 Круг 45 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;74;15057.52;СЕВЗАПСЕРВИС ООО
2000000015439;00480217450 Круг 45 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000177 от 21.09.2017 16:35:22;177;21.09.2017 16:35;45.2;9966.60;СЕВЗАПСЕРВИС ООО
2000000015446;00480217450 Круг 45 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;26;5492.83;СЕВЗАПСЕРВИС ООО
2000000012681;00480217478 Круг 50 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;7.44;1571.79;СЕВЗАПСЕРВИС ООО
2000000017280;00480217478 Круг 50 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000151 от 21.08.2017 15:54:33;151;21.08.2017 15:54;42.56;9384.48;СЕВЗАПСЕРВИС ООО
2000000016122;00480217562 Круг 60 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;132;27886.68;СЕВЗАПСЕРВИС ООО
2000000012384;00480217590 Круг 65 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;156;31742.88;СЕВЗАПСЕРВИС ООО
2000000016849;00480217590 Круг 65 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;126;22637.29;МЕЧЕЛ-СЕРВИС ООО
2000000016856;00480217590 Круг 65 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;156;32956.98;СЕВЗАПСЕРВИС ООО
2000000011639;00480217604 Круг 70 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;170;35914.66;СЕВЗАПСЕРВИС ООО
2000000012391;00480217604 Круг 70 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;146;26230.51;МЕЧЕЛ-СЕРВИС ООО
2000000015729;00480217604 Круг 70 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;156;28027.12;МЕЧЕЛ-СЕРВИС ООО
2000000015736;00480217604 Круг 70 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;180;36626.40;СЕВЗАПСЕРВИС ООО
2000000011646;00480217660 Круг 80 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;230;48590.42;СЕВЗАПСЕРВИС ООО
2000000016863;00480217660 Круг 80 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;274;49227.12;МЕЧЕЛ-СЕРВИС ООО
2000000016870;00480217660 Круг 80 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;236;48021.28;СЕВЗАПСЕРВИС ООО
2000000012407;00480217688 Круг 85 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;218;39166.10;МЕЧЕЛ-СЕРВИС ООО
2000000016887;00480217688 Круг 85 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;262;55350.83;СЕВЗАПСЕРВИС ООО
2000000011660;00480217702 Круг 90 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;298;62956.29;СЕВЗАПСЕРВИС ООО
2000000012414;00480217702 Круг 90 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;20;3593.20;МЕЧЕЛ-СЕРВИС ООО
2000000016894;00480217702 Круг 90 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;210;37728.81;МЕЧЕЛ-СЕРВИС ООО
2000000016900;00480217702 Круг 90 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;284;57788.32;СЕВЗАПСЕРВИС ООО
2000000011677;00480217730 Круг 100 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;57.6;11720.62;СЕВЗАПСЕРВИС ООО
2000000016917;00480217730 Круг 100 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;105.6;18972.24;МЕЧЕЛ-СЕРВИС ООО
2000000016924;00480217730 Круг 100 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;272.8;57632.47;СЕВЗАПСЕРВИС ООО
2000000011684;00480217800 Круг 120 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;529;107640.92;СЕВЗАПСЕРВИС ООО
2000000016948;00480217800 Круг 120 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;350;62881.36;МЕЧЕЛ-СЕРВИС ООО
2000000011707;00480217828 Круг 130 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;590;120053.20;СЕВЗАПСЕРВИС ООО
2000000015743;00480217828 Круг 130 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;558;100250.85;МЕЧЕЛ-СЕРВИС ООО
2000000017488;00480217884 Круг 150 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000189 от 28.09.2017 13:21:01;189;28.09.2017 13:21;228.4;49334.40;СЕВЗАПСЕРВИС ООО
2000000017495;00480217884 Круг 150 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;822.6;147789.14;МЕЧЕЛ-СЕРВИС ООО
2000000011455;00480218366 Круг 36 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;40;7288.14;МЕЧЕЛ-СЕРВИС ООО
2000000014234;00480218366 Круг 36 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;36;6559.32;МЕЧЕЛ-СЕРВИС ООО
2000000011462;00480218478 Круг 50 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;152;27308.48;МЕЧЕЛ-СЕРВИС ООО
2000000016535;00480218478 Круг 50 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;76;13654.24;МЕЧЕЛ-СЕРВИС ООО
2000000016504;00480218562 Круг 60 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;44;7905.12;МЕЧЕЛ-СЕРВИС ООО
2000000016511;00480218562 Круг 60 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;54;9701.71;МЕЧЕЛ-СЕРВИС ООО
2000000009759;00486001577 Заготовка квадратная 1 - 160 - 14Х17Н2 ТУ 14-1-4492-88/ГОСТ 5632-2014;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000259 от 30.12.2016 23:59:59;259;30.12.2016 23:59;553.3;152544.82;РУСПОЛИМЕТ ПАО
2000000013718;00486001577 Заготовка квадратная 1 - 160 - 14Х17Н2 ТУ 14-1-4492-88/ГОСТ 5632-2014;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000262 от 30.12.2016 23:59:59;262;30.12.2016 23:59;44;12130.80;РУСПОЛИМЕТ ПАО
2000000013725;00486001577 Заготовка квадратная 1 - 160 - 14Х17Н2 ТУ 14-1-4492-88/ГОСТ 5632-2014;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000261 от 30.12.2016 23:59:59;261;30.12.2016 23:59;86.7;23903.18;РУСПОЛИМЕТ ПАО
2000000015101;00486001577 Заготовка квадратная 1 - 160 - 14Х17Н2 ТУ 14-1-4492-88/ГОСТ 5632-2014;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000264 от 30.12.2016 23:59:59;264;30.12.2016 23:59;554;152737.80;РУСПОЛИМЕТ ПАО
2000000010007;00490235254 Круг В1- 28 ГОСТ 2590-2006/ХН70ВМТЮФ ВД (ЭИ-826 ВД) ТУ 14-1-223-72 с учетом требований;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 241 от 26.12.2017 23:59:59;241;26.12.2017 23:59;687.24;2904963.48;Электросталь АО Металлургический завод
2000000015378;00490235254 Круг В1- 28 ГОСТ 2590-2006/ХН70ВМТЮФ ВД (ЭИ-826 ВД) ТУ 14-1-223-72 с учетом требований;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000027 от 20.03.2017 0:00:00;27;20.03.2017 0:00;340.76;1412450.19;Электросталь АО Металлургический завод
2000000015385;00490235254 Круг В1- 28 ГОСТ 2590-2006/ХН70ВМТЮФ ВД (ЭИ-826 ВД) ТУ 14-1-223-72 с учетом требований;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001651 от 30.04.2018 0:00:00;0000-001651;30.04.2018 0:00;335;1388575.00;Электросталь АО Металлургический завод
2000000012827;00546052518 Лист 2х1250х2500 Ст3сп5;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001008 от 26.03.2018 14:27:12;0000-001008;26.03.2018 14:27;17.4;637.02;КОРОЛЕВСКИЙ ТРУБНЫЙ ЗАВОД ООО
2000000016351;00546052518 Лист 2х1250х2500 Ст3сп5;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000524 от 20.02.2018 8:30:13;0000-000524;20.02.2018 8:30;80.6;3344.90;ЛенСпецСталь ООО
2000000015033;00594936110 Лист Б - ПН - О - 6 х 1500 х 6000 ГОСТ 19903-2015/20 ГОСТ 1577-93;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000230 от 05.12.2017 16:27:07;230;05.12.2017 16:27;424;17355.21;ЛенСпецСталь ООО
2000000012575;00594936259 Лист Б - ПН - О - 12 х 1500 х 6000 ГОСТ 19903-2015/20 ГОСТ 1577-93;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000230 от 05.12.2017 16:27:07;230;05.12.2017 16:27;826.4;33826.34;ЛенСпецСталь ООО
2000000015903;00694004138 Лист 14 х 800 х 1000/ХН60ВТ(ЭИ-868) ТУ14-1-4296-87 ( взамен ТУ14-1-146-71);;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000416 от 09.02.2018 14:29:36;0000-000416;09.02.2018 14:29;538.9;1993930.00;СЕВЕРМЕТСНАБ ООО
2000000017082;00694004138 Лист 14 х 800 х 1000/ХН60ВТ(ЭИ-868) ТУ14-1-4296-87 ( взамен ТУ14-1-146-71);;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000024 от 28.02.2017 23:59:59;24;28.02.2017 23:59;317.1;1232881.64;Ашинский метзавод ПАО
2000000009650;00698116022 Лист Б - О - ПН - 5 x 1500 x 6000 ГОСТ 19903-2015/12Х18Н10Т - М3б ГОСТ 7350-77;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000181 от 15.09.2017 15:45:44;181;15.09.2017 15:45;4 296.00;806701.46;АТЭМ ООО
2000000009018;00698116064 Лист Б - О - ПН - 8 x 1500 x 6000 ГОСТ 19903-2015/12Х18Н10Т - М3б ГОСТ 7350-77;;;кг;Склад цех 14;Поступление товаров и услуг 00000000038 от 05.05.2016 23:59:59;38;05.05.2016 23:59;572;113944.34;АТЭМ ООО
2000000012339;00731201703 Лист БТ - ПН - О - 3 х 1000 х 2000 ГОСТ 19904-90/12Х18Н10Т - М3а ГОСТ 5582-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000181 от 15.09.2017 15:45:44;181;15.09.2017 15:45;1 165.40;244930.46;АТЭМ ООО
2000000016818;00731201703 Лист БТ - ПН - О - 3 х 1000 х 2000 ГОСТ 19904-90/12Х18Н10Т - М3а ГОСТ 5582-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000191 от 28.09.2017 23:59:59;191;28.09.2017 23:59;3 434.61;721849.18;АТЭМ ООО
2000000014944;00905830565 Шестигранник 6 - h12 ГОСТ 8560-78/45 - В - ТО ГОСТ 1051-73;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000176 от 01.11.2016 16:12:16;176;01.11.2016 16:12;50;3898.31;НОРД-СЕРВИС ООО
2000000005515;20270100003 Колпачок буферный резиновый к амортизатору АКПО-4 (М10) 153-АВ12;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-002619 от 16.07.2018 14:18:38;0000-002619;16.07.2018 14:18;28;700.00;ИНМОР ЗАО
2000000006437;20270100003 Колпачок буферный резиновый к амортизатору АКПО-4 (М10) 153-АВ12;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-002974 от 15.08.2018 11:20:27;0000-002974;15.08.2018 11:20;42;1050.00;ИНМОР ЗАО
2000000005522;20470340002 Пакет фильтрующий 8Д2.966.070-3 8ДО.296.070 ТУ;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000151 от 20.07.2016 14:46:28;151;20.07.2016 14:46;24;443904.00;Технодинамика АО
2000000005539;20470340002 Пакет фильтрующий 8Д2.966.070-3 8ДО.296.070 ТУ;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000195 от 30.11.2017 23:59:59;195;30.11.2017 23:59;24;465720.00;Гидравлика УАП АО
2000000005546;20470340002 Пакет фильтрующий 8Д2.966.070-3 8ДО.296.070 ТУ;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000012 от 29.01.2016 23:59:59;12;29.01.2016 23:59;8;264040.00;Технодинамика АО
2000000006444;20470340002 Пакет фильтрующий 8Д2.966.070-3 8ДО.296.070 ТУ;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000011 от 29.01.2016 23:59:59;11;29.01.2016 23:59;4;68676.00;Технодинамика АО
2000000008486;900008 Клапан 521-01.465-03 (ИТШЛ.491211.009-03);;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000156 от 29.07.2016 23:59:59;156;29.07.2016 23:59;1;9838.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000006451;00000900072 Клапан запорный угловой штуцерный бронзовый Ду6 Ру100 521-01.463-01 ТУ 5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001166 от 30.03.2018 0:00:00;0000-001166;30.03.2018 0:00;5;44273.92;ЗАВОД БУРЕВЕСТНИК ОАО
2000000007458;00000900072 Клапан запорный угловой штуцерный бронзовый Ду6 Ру100 521-01.463-01 ТУ 5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000109 от 04.08.2017 10:43:22;109;04.08.2017 10:43;15;132954.37;ЗАВОД БУРЕВЕСТНИК ОАО
2000000007465;00000900072 Клапан запорный угловой штуцерный бронзовый Ду6 Ру100 521-01.463-01 ТУ 5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-002853 от 02.08.2018 16:03:21;0000-002853;02.08.2018 16:03;15;133195.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000008493;00000900072 Клапан запорный угловой штуцерный бронзовый Ду6 Ру100 521-01.463-01 ТУ 5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-002864 от 02.08.2018 16:06:55;0000-002864;02.08.2018 16:06;1;9671.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000006475;00000900074 Клапан запорный угловой штуцерный бронзовый Ду10 521-01.463-02 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000156 от 29.07.2016 23:59:59;156;29.07.2016 23:59;2;16962.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000006482;00000900074 Клапан запорный угловой штуцерный бронзовый Ду10 521-01.463-02 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000109 от 04.08.2017 10:43:22;109;04.08.2017 10:43;3;26838.37;ЗАВОД БУРЕВЕСТНИК ОАО
2000000008509;00000900074 Клапан запорный угловой штуцерный бронзовый Ду10 521-01.463-02 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000143 от 30.06.2016 14:40:33;143;30.06.2016 14:40;1;8481.60;ЗАВОД БУРЕВЕСТНИК ОАО
2000000008516;00000900074 Клапан запорный угловой штуцерный бронзовый Ду10 521-01.463-02 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001166 от 30.03.2018 0:00:00;0000-001166;30.03.2018 0:00;4;35607.72;ЗАВОД БУРЕВЕСТНИК ОАО
2000000005553;00000900076 Клапан запорный угловой штуцерный бронзовый Ду10 521-01.463-03 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000109 от 04.08.2017 10:43:22;109;04.08.2017 10:43;27;239070.37;ЗАВОД БУРЕВЕСТНИК ОАО
2000000005560;00000900076 Клапан запорный угловой штуцерный бронзовый Ду10 521-01.463-03 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001166 от 30.03.2018 0:00:00;0000-001166;30.03.2018 0:00;9;79645.92;ЗАВОД БУРЕВЕСТНИК ОАО
2000000006499;00000900076 Клапан запорный угловой штуцерный бронзовый Ду10 521-01.463-03 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-002853 от 02.08.2018 16:03:21;0000-002853;02.08.2018 16:03;27;239311.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000006505;900077 Клапан 521-01.463-03 экспорт;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000212 от 31.10.2016 9:01:07;212;31.10.2016 9:01;36;358846.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000005461;00000900083 Клапан запорный угловой штуцерный латунный Ду20, Ру100 521-01.464-03 ИТШЛ.491111.016 ТУ (ТУ520-16831-86);;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000142 от 30.06.2016 13:21:17;142;30.06.2016 13:21;2;16518.75;ЗАВОД БУРЕВЕСТНИК ОАО
2000000005478;00000900083 Клапан запорный угловой штуцерный латунный Ду20, Ру100 521-01.464-03 ИТШЛ.491111.016 ТУ (ТУ520-16831-86);;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000144 от 30.06.2016 16:15:09;144;30.06.2016 16:15;2;18253.30;ЗАВОД БУРЕВЕСТНИК ОАО
2000000005485;00000900083 Клапан запорный угловой штуцерный латунный Ду20, Ру100 521-01.464-03 ИТШЛ.491111.016 ТУ (ТУ520-16831-86);;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001821 от 23.05.2018 11:07:55;0000-001821;23.05.2018 11:07;2;19019.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000006383;00000900083 Клапан запорный угловой штуцерный латунный Ду20, Ру100 521-01.464-03 ИТШЛ.491111.016 ТУ (ТУ520-16831-86);;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000145 от 30.06.2016 16:41:07;145;30.06.2016 16:41;2;18253.30;ЗАВОД БУРЕВЕСТНИК ОАО
2000000006390;00000900083 Клапан запорный угловой штуцерный латунный Ду20, Ру100 521-01.464-03 ИТШЛ.491111.016 ТУ (ТУ520-16831-86);;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000146 от 30.06.2016 16:43:43;146;30.06.2016 16:43;2;18253.30;ЗАВОД БУРЕВЕСТНИК ОАО
2000000007441;00000900083 Клапан запорный угловой штуцерный латунный Ду20, Ру100 521-01.464-03 ИТШЛ.491111.016 ТУ (ТУ520-16831-86);;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001785 от 18.05.2018 14:44:26;0000-001785;18.05.2018 14:44;2;18909.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000008523;00000900088 Клапан запорный угловой штуцерный бронзовый Ду20 521-01.465-03 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000093 от 30.06.2017 23:59:59;93;30.06.2017 23:59;3;30692.25;ЗАВОД БУРЕВЕСТНИК ОАО
2000000008530;00000900088 Клапан запорный угловой штуцерный бронзовый Ду20 521-01.465-03 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001166 от 30.03.2018 0:00:00;0000-001166;30.03.2018 0:00;4;40883.76;ЗАВОД БУРЕВЕСТНИК ОАО
2000000005577;00000900098 Клапан запорный угловой штуцерный бронзовый Ду10 521-01.467-03 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000109 от 04.08.2017 10:43:22;109;04.08.2017 10:43;3;28935.37;ЗАВОД БУРЕВЕСТНИК ОАО
2000000006512;00000900098 Клапан запорный угловой штуцерный бронзовый Ду10 521-01.467-03 ТУ5.520-16831-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001166 от 30.03.2018 0:00:00;0000-001166;30.03.2018 0:00;4;38403.68;ЗАВОД БУРЕВЕСТНИК ОАО
2000000005584;00000900106 Клапан запорный проходной штуцерный ИТШЛ.491111.016ТУ (ТУ5.520-16831-86) 521-01.469-03;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001828 от 23.05.2018 9:26:29;0000-001828;23.05.2018 9:26;1;8276.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000005591;00000900106 Клапан запорный проходной штуцерный ИТШЛ.491111.016ТУ (ТУ5.520-16831-86) 521-01.469-03;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000014 от 29.01.2016 23:59:59;14;29.01.2016 23:59;2;14035.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000006536;00000900106 Клапан запорный проходной штуцерный ИТШЛ.491111.016ТУ (ТУ5.520-16831-86) 521-01.469-03;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001785 от 18.05.2018 14:44:26;0000-001785;18.05.2018 14:44;2;16332.00;ЗАВОД БУРЕВЕСТНИК ОАО
